name,ligID,targetID_vina,instance_vina,vina,targetID_dsx,instance_dsx,dsx,rmsd_vina_dsx,consensus
ZINC000000000272,lig0159,target001,autodock,-5.602,target001,autodock,-88.550,5.195,False
ZINC000000000276,lig0160,target001,vina,-6.254,target001,vina,-96.217,3.520,False
ZINC000000000277,lig0161,target001,dock,-8.940,target001,vina,-93.357,2.492,False
ZINC000000000282,lig0162,target001,autodock,-6.524,target001,autodock,-101.453,0.000,True
ZINC000000000283,lig0163,target001,vina,-6.590,target001,autodock,-84.223,5.884,False
ZINC000000000284,lig0164,target001,vina,-7.569,target001,vina,-98.841,2.069,False
ZINC000000000287,lig0165,target001,vina,-7.157,target001,vina,-90.733,0.000,True
ZINC000000000288,lig0166,target001,vina,-7.390,target001,autodock,-96.543,5.082,False
ZINC000000000290,lig0167,target001,vina,-6.095,target001,vina,-61.483,0.000,True
ZINC000000000296,lig0168,target001,autodock,-8.620,target001,autodock,-79.650,27.441,False
ZINC000000000298,lig0169,target001,vina,-7.647,target001,autodock,-77.934,20.122,False
ZINC000000000305,lig0170,target001,vina,-7.612,target001,vina,-85.137,0.000,True
ZINC000000000316,lig0171,target001,autodock,-8.571,target001,autodock,-85.881,0.902,True
ZINC000000000327,lig0172,target001,vina,-5.862,target001,dock,-58.421,3.417,False
ZINC000000000334,lig0173,target001,dock,-6.437,target001,autodock,-79.971,2.980,False
ZINC000000000340,lig0174,target001,autodock,-7.754,target001,autodock,-99.853,5.889,False
ZINC000000000345,lig0175,target001,vina,-4.541,target001,dock,-60.414,21.832,False
ZINC000000000346,lig0176,target001,autodock,-7.345,target001,vina,-102.590,6.250,False
ZINC000000000350,lig0177,target001,vina,-7.553,target001,autodock,-97.291,4.621,False
ZINC000000000359,lig0178,target001,vina,-7.076,target001,vina,-100.610,2.788,False
ZINC000000000370,lig0179,target001,vina,-8.335,target001,vina,-88.234,2.821,False
ZINC000000000371,lig0180,target001,vina,-7.011,target001,vina,-73.745,3.426,False
ZINC000000000378,lig0181,target001,vina,-5.006,target001,autodock,-53.664,14.494,False
ZINC000000000381,lig0182,target001,vina,-7.870,target001,vina,-78.118,3.486,False
ZINC000000000383,lig0183,target001,vina,-7.545,target001,vina,-97.341,3.629,False
ZINC000000000389,lig0184,target001,autodock,-7.104,target001,vina,-92.813,3.507,False
ZINC000000000390,lig0185,target001,vina,-5.721,target001,autodock,-94.368,16.753,False
ZINC000000000394,lig0186,target001,autodock,-6.370,target001,dock,-82.749,1.133,True
ZINC000000000411,lig0187,target001,autodock,-4.496,target001,autodock,-45.670,1.288,True
ZINC000000000426,lig0188,target001,autodock,-7.321,target001,vina,-82.784,3.158,False
ZINC000000000430,lig0189,target001,vina,-6.701,target001,autodock,-92.908,17.288,False
ZINC000000000431,lig0190,target001,vina,-8.678,target001,vina,-96.502,0.000,True
ZINC000000000432,lig0191,target001,autodock,-8.827,target001,autodock,-95.805,0.000,True
ZINC000000000434,lig0192,target001,vina,-6.644,target001,autodock,-89.631,6.214,False
ZINC000000000435,lig0193,target001,vina,-8.154,target001,vina,-86.262,3.553,False
ZINC000000000436,lig0194,target001,autodock,-7.109,target001,vina,-83.340,3.417,False
ZINC000000000437,lig0195,target001,dock,-6.984,target001,dock,-81.770,19.599,False
ZINC000000000440,lig0196,target001,autodock,-8.752,target001,autodock,-100.575,4.298,False
ZINC000000000441,lig0197,target001,vina,-6.639,target001,vina,-71.709,4.390,False
ZINC000000000447,lig0198,target001,vina,-8.111,target001,autodock,-100.597,4.556,False
ZINC000000000450,lig0199,target001,dock,-6.469,target001,vina,-68.282,3.905,False
ZINC000000000455,lig0200,target001,vina,-6.977,target001,vina,-104.089,0.000,True
ZINC000000000456,lig0201,target001,autodock,-7.621,target001,vina,-90.810,3.480,False
ZINC000000000463,lig0202,target001,autodock,-8.252,target001,dock,-83.572,3.649,False
ZINC000000000464,lig0203,target001,vina,-6.801,target001,vina,-74.856,3.511,False
ZINC000000000465,lig0204,target001,dock,-5.646,target001,autodock,-67.623,21.379,False
ZINC000000000467,lig0205,target001,vina,-6.754,target001,vina,-62.247,1.346,True
ZINC000000000471,lig0206,target001,vina,-8.090,target001,vina,-83.985,1.680,True
ZINC000000000472,lig0207,target001,vina,-6.531,target001,vina,-76.611,4.995,False
ZINC000000000479,lig0208,target001,autodock,-8.351,target001,autodock,-84.048,4.344,False
ZINC000000000485,lig0209,target001,vina,-8.322,target001,vina,-95.059,0.000,True
ZINC000000000499,lig0210,target001,autodock,-7.456,target001,dock,-97.826,5.611,False
ZINC000000000503,lig0211,target001,vina,-7.256,target001,vina,-88.992,20.526,False
ZINC000000000510,lig0212,target001,vina,-5.579,target001,vina,-83.605,0.000,True
ZINC000000000517,lig0213,target001,autodock,-6.533,target001,autodock,-88.156,0.000,True
ZINC000000000521,lig0214,target001,vina,-7.907,target001,autodock,-101.047,21.030,False
ZINC000000000527,lig0215,target001,vina,-7.739,target001,autodock,-105.945,4.218,False
ZINC000000000534,lig0216,target001,autodock,-7.818,target001,vina,-92.046,6.359,False
ZINC000000000538,lig0217,target001,vina,-8.025,target001,dock,-87.464,5.605,False
ZINC000000000539,lig0218,target001,vina,-5.788,target001,vina,-75.384,19.850,False
ZINC000000000540,lig0219,target001,dock,-5.952,target001,dock,-95.918,0.000,True
ZINC000000000541,lig0220,target001,dock,-6.595,target001,dock,-88.369,0.000,True
ZINC000000000542,lig0221,target001,autodock,-6.816,target001,dock,-82.254,21.641,False
ZINC000000000547,lig0222,target001,autodock,-6.969,target001,vina,-80.100,6.233,False
ZINC000000000550,lig0223,target001,vina,-7.458,target001,dock,-75.737,21.382,False
ZINC000000000551,lig0224,target001,vina,-7.002,target001,vina,-78.048,0.000,True
ZINC000000000552,lig0225,target001,vina,-6.973,target001,dock,-71.661,3.912,False
ZINC000000000554,lig0226,target001,autodock,-7.661,target001,autodock,-94.145,0.000,True
ZINC000000000555,lig0227,target001,autodock,-7.340,target001,vina,-89.419,6.060,False
ZINC000000000557,lig0228,target001,autodock,-7.231,target001,dock,-90.731,20.296,False
ZINC000000000560,lig0229,target001,vina,-5.134,target001,dock,-66.400,20.758,False
ZINC000000000565,lig0230,target001,vina,-7.889,target001,vina,-105.658,6.173,False
ZINC000000000566,lig0231,target001,vina,-8.328,target001,dock,-101.141,20.523,False
ZINC000000000570,lig0232,target001,vina,-6.889,target001,vina,-85.123,6.911,False
ZINC000000000571,lig0233,target001,vina,-5.270,target001,autodock,-62.232,3.436,False
ZINC000000000575,lig0234,target001,vina,-9.209,target001,vina,-97.334,0.000,True
ZINC000000000580,lig0235,target001,autodock,-9.051,target001,vina,-111.217,4.875,False
ZINC000000000581,lig0236,target001,autodock,-5.924,target001,autodock,-111.536,7.888,False
ZINC000000000583,lig0237,target001,autodock,-8.319,target001,autodock,-100.633,0.111,True
ZINC000000000585,lig0238,target001,vina,-7.267,target001,vina,-104.248,0.000,True
ZINC000000000586,lig0239,target001,vina,-6.574,target001,autodock,-100.332,11.741,False
ZINC000000000587,lig0240,target001,autodock,-7.034,target001,vina,-104.374,4.855,False
ZINC000000000589,lig0241,target001,vina,-8.297,target001,vina,-86.783,0.000,True
ZINC000000000603,lig0242,target001,vina,-6.780,target001,dock,-74.258,20.674,False
ZINC000000000604,lig0243,target001,autodock,-6.978,target001,vina,-88.513,4.183,False
ZINC000000000608,lig0244,target001,vina,-6.490,target001,autodock,-69.479,3.418,False
ZINC000000000617,lig0245,target001,vina,-6.566,target001,vina,-79.967,3.510,False
ZINC000000000630,lig0246,target001,vina,-5.072,target001,dock,-82.774,16.866,False
ZINC000000000632,lig0247,target001,vina,-7.707,target001,vina,-99.155,0.000,True
ZINC000000000635,lig0248,target001,vina,-7.559,target001,autodock,-94.066,2.251,False
ZINC000000000637,lig0249,target001,vina,-6.203,target001,autodock,-82.470,5.247,False
ZINC000000000641,lig0250,target001,autodock,-8.266,target001,dock,-97.540,19.186,False
ZINC000000000644,lig0251,target001,autodock,-8.379,target001,autodock,-106.130,20.766,False
ZINC000000000645,lig0252,target001,autodock,-7.360,target001,dock,-87.661,20.999,False
ZINC000000000646,lig0253,target001,vina,-7.303,target001,vina,-90.820,3.329,False
ZINC000000000647,lig0254,target001,vina,-10.088,target001,vina,-122.536,5.664,False
ZINC000000000649,lig0255,target001,vina,-7.174,target001,autodock,-85.367,13.962,False
ZINC000000000652,lig0256,target001,vina,-6.110,target001,vina,-94.283,0.000,True
ZINC000000000657,lig0257,target001,vina,-7.375,target001,dock,-89.351,2.141,False
ZINC000000000660,lig0258,target001,vina,-6.018,target001,autodock,-67.738,3.135,False
ZINC000000000665,lig0259,target001,autodock,-5.547,target001,autodock,-76.997,3.160,False
ZINC000000000677,lig0260,target001,vina,-8.399,target001,vina,-109.252,3.275,False
ZINC000000000681,lig0261,target001,vina,-7.559,target001,autodock,-96.223,4.092,False
ZINC000000000682,lig0262,target001,vina,-8.227,target001,vina,-91.198,0.000,True
ZINC000000000685,lig0263,target001,vina,-8.741,target001,vina,-95.496,6.357,False
ZINC000000000686,lig0264,target001,autodock,-7.036,target001,autodock,-76.599,5.784,False
ZINC000000000693,lig0265,target001,vina,-6.591,target001,autodock,-64.480,4.637,False
ZINC000000000694,lig0266,target001,vina,-8.810,target001,vina,-104.578,1.862,True
ZINC000000000704,lig0267,target001,vina,-6.948,target001,dock,-103.440,2.974,False
ZINC000000000707,lig0268,target001,autodock,-9.229,target001,autodock,-89.042,3.998,False
ZINC000000000710,lig0269,target001,autodock,-7.981,target001,dock,-80.877,3.120,False
ZINC000000000711,lig0270,target001,autodock,-5.676,target001,autodock,-71.596,0.000,True
ZINC000000000721,lig0271,target001,vina,-6.880,target001,vina,-82.795,4.981,False
ZINC000000000722,lig0272,target001,vina,-8.584,target001,vina,-112.053,5.337,False
ZINC000000000724,lig0273,target001,vina,-6.306,target001,autodock,-84.025,12.151,False
ZINC000000000726,lig0274,target001,autodock,-8.035,target001,dock,-71.635,0.229,True
ZINC000000000735,lig0275,target001,vina,-8.591,target001,vina,-101.610,0.000,True
ZINC000000000738,lig0276,target001,vina,-4.769,target001,vina,-81.270,0.000,True
ZINC000000000740,lig0277,target001,vina,-9.122,target001,vina,-99.377,0.000,True
ZINC000000000744,lig0278,target001,dock,-7.811,target001,dock,-93.976,0.000,True
ZINC000000000748,lig0279,target001,vina,-7.212,target001,vina,-95.519,0.000,True
ZINC000000000753,lig0280,target001,autodock,-9.264,target001,autodock,-106.377,0.000,True
ZINC000000000754,lig0281,target001,vina,-9.204,target001,autodock,-87.156,3.700,False
ZINC000000000757,lig0282,target001,vina,-6.524,target001,dock,-72.055,18.458,False
ZINC000000000764,lig0283,target001,autodock,-7.091,target001,dock,-72.992,19.617,False
ZINC000000000765,lig0284,target001,vina,-6.644,target001,vina,-80.651,5.023,False
ZINC000000000776,lig0285,target001,autodock,-6.503,target001,autodock,-102.742,3.433,False
ZINC000000000777,lig0286,target001,autodock,-7.322,target001,vina,-99.421,0.662,True
ZINC000000000781,lig0287,target001,vina,-5.631,target001,autodock,-88.146,5.644,False
ZINC000000000783,lig0288,target001,vina,-6.296,target001,autodock,-106.176,17.208,False
ZINC000000000784,lig0289,target001,vina,-9.096,target001,autodock,-97.605,1.185,True
ZINC000000000785,lig0290,target001,dock,-6.060,target001,vina,-76.734,17.386,False
ZINC000000000791,lig0291,target001,autodock,-6.051,target001,dock,-69.885,21.043,False
ZINC000000000792,lig0292,target001,vina,-7.661,target001,autodock,-102.869,4.645,False
ZINC000000000794,lig0293,target001,vina,-6.278,target001,vina,-88.329,5.265,False
ZINC000000000795,lig0294,target001,autodock,-8.820,target001,autodock,-95.100,0.003,True
ZINC000000000800,lig0295,target001,autodock,-6.836,target001,vina,-91.026,1.034,True
ZINC000000000802,lig0296,target001,autodock,-7.486,target001,autodock,-102.332,0.000,True
ZINC000000000803,lig0297,target001,autodock,-8.283,target001,autodock,-99.179,0.000,True
ZINC000000000807,lig0298,target001,autodock,-7.066,target001,autodock,-101.562,0.000,True
ZINC000000000810,lig0299,target001,autodock,-5.327,target001,vina,-98.234,16.420,False
ZINC000000000811,lig0300,target001,autodock,-6.067,target001,autodock,-91.397,0.000,True
ZINC000000000813,lig0301,target001,vina,-6.085,target001,vina,-92.540,6.530,False
ZINC000000000814,lig0302,target001,vina,-6.766,target001,vina,-99.881,6.310,False
ZINC000000000815,lig0303,target001,autodock,-6.094,target001,autodock,-92.511,0.000,True
ZINC000000000817,lig0304,target001,autodock,-7.345,target001,vina,-93.295,7.577,False
ZINC000000000818,lig0305,target001,autodock,-5.835,target001,autodock,-106.723,7.235,False
ZINC000000000825,lig0306,target001,autodock,-5.096,target001,vina,-56.997,3.938,False
ZINC000000000826,lig0307,target001,autodock,-7.304,target001,vina,-84.900,4.293,False
ZINC000000000829,lig0308,target001,autodock,-7.470,target001,vina,-112.550,6.186,False
ZINC000000000839,lig0309,target001,vina,-7.415,target001,vina,-108.635,0.000,True
ZINC000000000844,lig0310,target001,vina,-6.971,target001,autodock,-90.247,3.073,False
ZINC000000000847,lig0311,target001,autodock,-8.706,target001,autodock,-111.845,0.029,True
ZINC000000000850,lig0312,target001,autodock,-7.453,target001,dock,-76.722,2.977,False
ZINC000000000854,lig0313,target001,vina,-8.390,target001,autodock,-88.537,0.891,True
ZINC000000000856,lig0314,target001,vina,-8.229,target001,vina,-113.497,3.835,False
ZINC000000000857,lig0315,target001,vina,-8.484,target001,autodock,-88.647,5.385,False
ZINC000000000859,lig0316,target001,vina,-5.960,target001,dock,-73.226,21.002,False
ZINC000000000860,lig0317,target001,autodock,-7.888,target001,vina,-108.225,6.457,False
ZINC000000000861,lig0318,target001,vina,-6.666,target001,autodock,-88.047,1.149,True
ZINC000000000865,lig0319,target001,vina,-7.934,target001,vina,-89.907,0.000,True
ZINC000000000867,lig0320,target001,autodock,-8.480,target001,autodock,-89.651,0.000,True
ZINC000000000868,lig0321,target001,autodock,-5.987,target001,dock,-73.395,3.833,False
